text_id;text_en;label
jumlaj dakgar lantas lama x jam tercapture kamera etle handheld;jumlaj dakgar then long x hours ethle handheld camera cam;-1
hari lima operasi zebra candi satlantas polres semarang tindak langgar rekam etle;day five operation zebra candi satlantas semarang police;0
kata sapa males kerja justru tiap liatin etle klo malas krja psti sdh pecat skali liat ruang etle jgn nongkrong wae terminal hihihiii;the word is lazy to work, every time you look at etle, if you are lazy;-1
haar joi lidhi etle have bjp ni panchaat karva niklyo khujliwal party ne ketli malse e bol ne bjp ni j sarkaar banse khujliwal and party game te kare toye;haar joi lidhi etle have bjp ni panchaat karva niklyo khujliwal party ne ketli malse e bol ne bjp ni j sarkaar banse khujliwal and party game te kare toye;-1
tindak langgar lalu lintas guna tilang manual hanya guna etle tulis instruksi kapolri;acts of traffic violation for manual tickets only to write the national police chief instruction;0
ponakan gue liat kamera tilang elektronik bilang cissss nyengir;my nephew seeing an electronic ticket camera says cisss grin;0
tiada tilang manual satlantas polresta bandar lampung siap jalan instruksi kapolri;there is no manual ticket satlantas polresta bandar lampung ready to walk the national police chief instruction;1
kapolri instruksi polisi lalu lintas tak tilang manual pakai etle;national police chief of traffic instructions traffic unfolding manual using etle;0
yah wajar sangat prediksi krn masyarakat masih perlu tindak langsung harus klo etle mobile cukup baru laku hapus tilang manual;well naturally predictions because people still need direct actions, if etle mobile is just just selling manual tickets;1
tilang manual hapus tak punya simstnk bebas jalan pelat palsu keluyur langgar lalu lintas nilai makin terangterangan electronic traffic law enforcement etle rata;manual tickets delete do not have simstnk free roads fake plate traffic traffic more brighter electronic traffic law enforcement etle flat;1
tetep nanti turun mau etle bayar sekarang;but later go down to want to pay now;-1
operasi zebra begini cara cek kendara kena etle;operation zebra like this how to check the vehicle hit by etle;0
satlantas polres pacitan banyak pasang kamera etle empat;pacitan regional police traffic unit many install etle four camera;1
fakta etle mobile kendara canggih yg rekam langgar lalin;the facts of the ethle mobile kendara sophisticated who record the traffic;1
korlantas polri maksimal guna kamera tilang elektronik etle kendara listrik aman jaga acara presidensi g bal sinergi jaga kondusifitas;korlantas polri maximum for electronic electronic ticket camera etle electricity safe maintaining the pre -bal bal sinergi conduct maintain conducting conduct;1
polantas jg minta utk terap s senyum sapa salam beri layan mulai sentra loket samsat satpas tangan celaka lalu lintas langgar lalu lintas dgn ada etilang tilang elektronik kendara langgar dapat denda;polantas also asks to therapy to smile greetings greetings give sayan starting the center for the samsat traffic traffic traffic traffic traffic;1
police goes to school sma pasundan kota bandung satlantas polrestabes bandung beri edukasi sosialisasi uu no tahun uulaj beri materi etika kendara beri materi etle elektronik traffic law enforcement;police goes to school pasundan high school bandung city satlantas polrestabes bandung give education socialization law no year uulaj give material ethics kendara give electronic electronic traffic law enforcement material;1
sasar langgar kamera etle;sasar lreats etle camera;0
direktorat lalu lintas ditlantas polda metro jaya tengah kembang kamera tilang elektronik electronic traffic law enforcementetle dapat deteksi kendara tidak milik surat izin kemudi sim jelas direktur lalu lintas polda metro jaya;directorate of traffic ditlantas polda metro jaya camera electronic traffic electronic traffic camera camera enforcementetle can detection of kendara not owned;0
etle catat lebih banyak langgar perindo harap denda kelola baik fasilitas jalan;etle note more violated perindo, please manage both road facilities;1
udah lah mental warga indonesia emang begini tilang elektronik kan merespon kritik warga yg bilang banyak polisi tilang manual suka pungli gilir diterapin tilang elektronik meminimalisir pungli eh warga indonesia malah kek gin susah emang;already mentally the indonesian citizens are like this electronic ticket, right responding to the criticism of residents who say many manual ticketing police like the extortion to be approved by electronic tickets minimizes extortion eh indonesian citizens are even difficult gin;1
bener bngt hindar pungli dgn tilang elektronik;really avoiding extortion with electronic tickets;1
perhati tilang manual bisa laku polisi simak jenis langgar;pay attention to manual tickets can be sold by the police, see the type of langgar;0
panit binmas polsek tl ubi polres pali polda sumsel ipda maryono hadir sosialisasi etle akan laku mulai januari guest house komperta pali;panit binmas polsek tl tl ubi pali pali polda sumpa polda ipda maryono present etle socialization will sell from january guest house komperta pali;0
himbauan masyarakat mendownload aplikasi super polri app play store dapat layan online sbb adu masyarakat sim online urus stnk online tilang online etle sphp online skck online;appeal community download the super polri app application play store can serve online as fighting community sim online urus stnk online ticket online etle sphp online skck online;1
mau kena etilang u;want to get eternilang u;0
satlantas polres bukittinggi segera terap tilang elektronik daftar langgar prioritas;satlantas bukittinggi police station immediately raised an electronic ticket list priority list;0
saya lebih efektif tilang elektronik tilang manual banyak jadi pada tilang manual oknum tindak semenamena pungli hingga keras yg jadi support solusi baru pak kapolri moga sukses;i am more effective in a lot of electronic ticketing tickets so many manual tickets for the acts of extortion to be hard to support the new solution, mr. kapolri, i want to be successful;1
balada etilang stop tilang tempat no pungli;balaradi etikeng stop ticket place no pungli;0
polda jateng uji coba tilang pakai drone sistem etle;central java regional police trial trial using etle system drone;0
laksana tindak tilang elektronik jl asia;like electronic ticket acts jl asia;0
korlantas polri siap maksimal peran etle semua polda;korlantas polri ready to maximum the role of etle all polda;1
polres prabumulih polda sumsel lalu bhabinkamtibmas desa tanjung telang polsek barat ikut giat sosialisasi etle;south sumatra regional police prabumulih regional police lalu bhabinkamtibmas tanjung telang village, west police;0
data gar guna hp kendara tercapture kamera etle;gar data for hp sendara campure etle camera;0
sejak terap electronic traffic law enforcement etle banyak kendara motor langgar atur lalu lintas contoh potret motor surabaya foto denydetikjatim;since the electronic traffic law enforcement etle, there have been many motor vehicle vehicles.;1
bray mun banjar aya tilang elektronik tuju teu positif negatif na naon wae tah;bray mun banjar aya electronic ticket deadly teu negative negative na naon wae tah;-1
direktorat lalu lintas ditlantas polda aceh tegas tidak laku tilang manual langgar lalu lintas jalan raya lewat;directorate of traffic ditlantas aceh regional police stationless does not sell manual traffic traffic traffic tickets;0
personil pataka sat lantas polres banyuasin hari selasa desember laksana giat sosialisasi etle bhabinkamtibmas;personnel pataka sat lantas banyuasin police station on tuesday december like an active socialization etle bhabinkamtibmas;-1
jangan jadi alat nego otomatis panjang etilang;don't be a negotiable negotiable device;0
polda metro jaya milik unit kamera etle telah tanam bawah lampu strobo mobil patroli polisi lalu lintas;polda metro jaya belonging to the etle camera unit has been planted under the lamp of the traffic police patrol car strob;0
mekanisme etle tilang langgar lalu lintas jalan raya;etle ticket mechanism of road traffic traffic;0
polda metro jaya terap tilang elektronik etle mulai rabu besok;polda metro jaya terpor electronic ticket etle starting wednesday tomorrow;0
info penting lur dulur laku langgar dapat surat tilang etle usah panik lur perlu dulur tahu polisi ri beri opsi sanggah laku konfirmasi bila dulur rasa laku langgar lalu lintas;important info lur dulur lakar lakar can be a ticket to panic, need to panic, need to know that the indonesian police gave the confirmation option if it;1
polda metro jaya launching etle mobile indosiber;polda metro jaya launching etle mobile indosiber;0
mending tilang elektronik pake hp masing wni identitas rahasia kan kasih bukti percuma juga sih kalo bagi tegak diam kantor pusat;better electronic ticket using cell phones of each secret identity of identity, i give you a useless evidence too if for the erect silence of the head office;-1
depan tilang elektronik tilang manual tetap laku langgar potensi timbul lakalantas;in front of the manual ticket manual still sells the potential for lakalantas;0
etle buat masyarakat riau lebih disiplin;etle for the people of riau is more disciplined;1
akhir ketilang dapat surat tilang langsung minta bayar via etilang polisi bilang ndak langsung bukain info soal etilang lalu alas slip transfer untung deket situ ada banyak atm menit beres;end of kecilang get a ticket letter directly asking to pay via ethilang the police said that it did not directly open the info about ethilang and then the alas slip transfer profit near there, there were many minutes atm;1
etle bagus cuma bwt mobil mewah yg kebut di kawal polisi kendara moge yg kawal polisi kan sama aja gk laku tetep elte kena kelas bawah doank;etle is good, it's just a luxury car that is speeding in the police guard kendara moge who guard the police is just the same;1
kata isilop warna dasar plat mobil umum putih sudah mulai lihat warawiri motor mobil berplat putih mudah nali etilang via cctv kenapa kendara listrik warna dasar tetap hitam;said the basic color isilop, the white public car plate has begun to see the white car motorbike warawiri easily nali etilang via cctv why the basic color electric vehicle remains black;1
kapolri listyo larang polantas tilang manual ganti etle;national police chief listyo brief polantas ticket manual change etle;0
tindaklanjuti perintah kapolri hapus tilang manual kapolda banten irjen pol prof dr rudy heriyanto launching etle portable ditlantas selasa polda banten;follow up on the order of the national police chief delete the banten police chief inspector general of police prof. dr. rudy heriyanto launching etle portable ditlantas tuesday, banten police;1
ada tilang manual simak rangkai prosedur tilang elektronik electronic traffic law enforcement etle ikut;there is a manual ticket, see the electronic traffic law enforcement electronic electronic ticket procedure.;0
larang tilang manual buat pihak polri andal etle laku tegak hukum jalan raya;prohibit manual tickets for the andal ethle polri to sell upright;0
goblok kap e tilang elektronik cuman jambu janji palsu kapolri kasihan p sigit macan ompong cuman mkn bubur manado;goblok kap e electronic ticket only guava fake promise of the national police chief kasihan p sigit tigers ompong only mkn bubur manado;-1
data gar lantas guna helm twrcapture kamera etle;gar data then for the etle camera twrcapture helmet;0
kamera etle statis pasang sukoharjo tugas langsung awas lewat traffic management centre tribun solo;etle static camera install sukoharjo task direct task watching through traffic management center tribun solo;1
ditlantas polda riau mulai terap tilang elektronik bas ponsel pekanbaru;ditlantas polda riau starts electronic ticket bas pekanbaru ticket;0
series jiti gaya etle muk didhu;series jiti style etle muk didhu;0
tilang elektronik is real kemaren gw didatengin tukang pos bilang surat tilang sontak gw kaget kaya gw gak pernah ngelanggar rambu bener aja surat tilang ditujuin sepupu gw bener bener udah kaya jebak betmen;electronic ticket is real yesterday i was accompanied by a postman said that my ticket was suddenly surprised like i never broke the sign, just the ticket was aimed at my cousin was really already like a trap betmen;1
balada etilang stop tilang tempat no pungli wujud polri presisi menindaklanjuti arah kapolri jenderal polisi listyo sigit prabowo kait stop pungli;balladi etop stop ticket place no pungli the form of the national police precision follows up on the direction of the national police chief general police listyo sigit prabowo kait stop pungli;1
saran untuk road barrier empat pangkal jati kalimalang permanen aja kalo pake barrier oranye sering geser kalo ga tugas pasang kamera tilang elektronik panjang jalan kalimalang;suggestions for road barrier four permanent kalimalang teak pangkal if you use an orange barrier often slide if you don't task to install a long electronic ticket camera of the kalimalang road;-1
awas ruas jalan jakarta polda metro terjun unit kendara etle mobile;watch out for jakarta polda metro polda road section of kendara etle mobile unit;0
kata tilang elektronik masih operasi zebra;the word electronic ticket is still zebra operation;0
etle nya udah bener malah dihibahin mobil dinas;etle is already correct even dawn by official cars;0
hindar tilang elektronik koh;electronic ticket electricity;0
pascaditiadakannya tiang manual fenomena masyarakat dengan sengaja langgar banyak temu pasal ini polisi ganti tindak hukum jalan raya guna sistem tilang elektronik etle;after the unusual pillar of the community phenomenon intentionally violated many of this article meeting the police changed the legal action of the highway for the electronic ticketing system;1
jadi apa nya tilang elektronik polisi yg keluarin plat dewa warga yg suruh tertib in;so what is the electronic ticket of the police who released the god plate of the citizens who were told to be orderly in;0
sosialisasi etle smart city;etle smart city socialization;1
etle etle noh mash yg munggu d jalur gage;etle etle noh mash waiting for the gage path;0
alih tilang manual tilang elektronik guna etle jakarta ini tengah godok pihak ditlantas polda metro jaya;the transfer of manual ticketing for electronic tickets for etle jakarta is in the middle of the ditlantas polda metro jaya ditlantas;0
moga banyak kamera etle biar mampos;i hope a lot of etle cameras to be able;1
data gar lantas guna hp kendara tercapture kamera etle;data gar then for hp kendara is captured by etle camera;0
sempat lihat langsung alur tindak tilang elektronik etilang laku tugas polda metro jaya;had a chance to see the flow of electronic tickets for the metro jaya police task;0
sekertaris daerah kabupaten purwakarta norman nugraha apresiasi dukung penuh terap laksana tindak hukum langgar lalu lintas polres purwakarta guna aplikasi etle mobile lengkap;regional secretary of purwakarta regency norman nugraha appreciation fully supporting the appraisal lagging act of purwakarta traffic traffic for the complete etle mobile application;1
brobr etle tme mahila to nthi j emj ne ek mahila ek mata ek ben ek dikri mate aa shu bolyo ena thi kai frk na pdyo aato had kvai dehli panjab ni halat joi levi aa kehta pehla aato had kri tme;brobr ether tme mahila to nthi j ek mahila ek ek ek ek dikri mate aa shu bolyo ena thi kai frk na pdyo aato had kvai dehli panjab ni halat joi levi aa kehta pehla aato had kri tme;0
personil polres pagar alam laksana rakor etle polda sumsel;pagar alam police personnel like the south sumatra regional police headquarters;0
data gar lantas guna helm tercapture kamera etle;gar data then for helmets with etle cameras;0
enak banget daerah enggak tilang manual tilang elektronik;really tasty the area is not manual ticketing for electronic tickets;1
pertama kali kena etilang beliau;the first time he got his ethilang;1
satlantas polresta bandung pasti beri hukum langgar lalu lintas lalu etle;satlantas polresta bandung will definitely give law to violate traffic then etle;0
data gar lantas guna hp berkendsra tercapture kamera etle;gar data then for hp driving camera camera etle is captured;0
gua spakat bgt sama terap etilang lebih praktis efisien bisa kurang tindak pungli;cave spakat with the same as the applicants is more practical to be lacking in extortion;1
lama bulan september lebih ribu langgar lalu lintas rekam kamera etle palu;the length of september more thousands of traffic records recorded camera etle palu;1
karena lebih mudah buat laku langgar langgar sekarang bayar tilang elektronik paylater keren sih konsep nya jadi ngutang awokwowkwowkwowkowk;because it's easier to sell out loss, now pay for a cool paylatner electronic ticket, the concept is to owe awokwowkwowkowkowkowk;1
sosialisasi etle elektronic trafic law enforvement ogan komering ilir mengantisiapasi kurang langgar lalu lintas ringan tangan beri baik;socialization of etle electronic traffic law enforvement ogan komering ilir anticipates lack of violation of light traffic, give a good hand;1
giat pantau arus lalu lintas kota pekanbaru lalu cctv rtmc etle si talam manis presisi ruang rtmc ditlantas polda riau kamis malam;enterprising monitor traffic flow pekanbaru city then cctv rtmc etle si sweet talam precision rtmc room ditlantas polda riau thursday night;1
sekarang tuh semua serba elektrik mau bayar tol pake etoll kena tilang kena etilang bikin aku bahagia ekamu sekian terima kasih;now all all electricity wants to pay tolls using etoll hit by a ticket hit by ethilang makes me happy, so thank you;1
kompolnas dukung optimalisasi etle cegahpungli;kompolnas supports ethle pengungli's optimization;0
kendara kena tilang etle mobile batam;kendara got a ticket of etle mobile batam;0
bangun jembatan gantung cokromenggalan ponorogo target selesai desember tarik banyak perhati baca sabtu;build the cokromenggalan ponorogo suspension bridge target completed december withdraw a lot of attention to saturday;0
jarang banget motor kena etle;rarely the motorbike hit etle;1
jumlah dakgar lantas lama x jam tercapture kamera etle handheld;the amount of dakgar then long x hour is captured by the etle handheld camera;-1
terap tilang elektronik rupa buat masyarakat makin tertib lalu lintas langgar justru makin banyak tilang manual;electronic ticketing applicants for the community more orderly traffic in the langgar actually more and more manual tickets;1
laku ambon daftar besar tilang elektronik resiko tak bayar lewat;ambon laku large list of electronic tickets risk risk pay passing;1
giat pantau arus lalu lintas kota pekanbaru etle lalu cctv rtmc ditlantas polda riau rabu pagi;enterprising monitor traffic flow pekanbaru city ethle then cctv rtmc ditlantas riau regional police;0
tahap sosialisasi tilang etle pesan kasat lantas polres tasik;the etle ticket ticket socialization stage of the tasik police headquarters;0
polres tangsel mulai guna etle mobile langgar lalu lintas dicapture;south tangerang police station starting to etle mobile langgar traffic diciled;0
mobil guna kode akhir rf anggap pelat nomor dewa posisi diri kendara prioritas myf lengkap;car for the final code rf considers the dewa numbers of the complete myf priority kendara priority position;1
takut banget pas etilang outfit ga oke;i am very scared when the outfit is not okay;-1
gada kerja turun jalan atur lalu lintas gak nilang yah sekarang tilang elektronik;gada work down the road to adjust the traffic not ngilang, now the electronic ticket;-1
tilang elektronik mulai laku;electronic tickets are starting to sell;0
satlantas polres empat lawang sosialisasi etle aplikasi dulur wong kito smart city kabupaten empat lawang smpn tebing tinggi;satlantas polres empat lawang socialization etle application dulur wong kito smart city empat lawang regency smpn tebing tinggi;1
satlantas polrestabes rilis denda etilang besar rp rp;satlantas polrestabes releases of big etilang fines of rp.;0
tilang elektronik bandung dah laku per desember waspada tah nu sok make knalpot ngabers gera ganti musingkeun bis kirim surat cinta;bandung electronic ticketing and sold as of december alert to the nu pretentious to make the ngabers exhaust gera replace the muskeun bus send a love letter;1
awas tipu modus tipu tilang etle lewat whatsapp;watch out for the trick of the etle ticketing via whatsapp;0
halo sobat polri sekarang edar pesan broadcast media sosial isi informasi jangan parkir kendara jl dr soedomo tepat jalur depan rsud dengan depan bakso slamet jalur tsb terap etle tilang elektronik dgn cctv;hello friend, polri now distributed social media broadcast messages fill in information do not park kendara jl dr soedomo right in the front lane of the hospital with the front of the slamet meatball;1
point janggal tak laku kesah apa maksud point kesah stnk stnk rata dompet dlm mobil di laci dashboard bagi atas kepala kemudi etle tembus utk lht posisi stnk yg biasa lipat salute;the odd point is not good, what do you mean by the point of stnk stnk, the flat wallet in the car in the dashboard drawer for the top of the wheel etle is translucent for lht the position of stnk that usually folds salute;-1
halo sobat polri sekarang edar pesan broadcast media sosial isi informasi jangan parkir kendara jl dr soedomo tepat jalur depan rsud dengan depan bakso slamet jalur tsb terap etle tilang elektronik dgn cctv;hello friend, polri now distributed social media broadcast messages fill in information do not park kendara jl dr soedomo right in the front lane of the hospital with the front of the slamet meatball;1
tilang elektronik dirlantas rek ikhwahfillah ukhti ve program sedang udara simak info lengkap di mujahidin fm radio dakwah;electronic ticket dirlantas rek ikhwahfillah ukhti ve program while air checks complete info at mujahidin fm radio da'wah;1
bhabinkamtibmas polsek pulau raja aipda ilham saragih menghimbau masyarakat mendownload aplikasi super polri app play store dapat layan online sbb adu masyarakat sim online urus stnk tilang etle sphp skck;bhabinkamtibmas pulau raja aipda pulau ilham saragih urged the public to download the super polri app application play store to be served online as a community of sim online urus stnk till etle sphp skck;1
dong polres indramayu sekien etle laku dadi hayooo disiplin lalu lintas;dong dong indramayu regional police sekien ethle laku dadi hayooo traffic discipline;0
polisi laku sosialisasi tilang elektronik hingga desember;police passed electronic ticket socialization until december;0
kamera etle mobil incar milik polresta sidoarjo rekam langgar lalu lintas baik roda maupun empat;etle camera cars out of sidoarjo police;0
daerah jawa timur tega hukum langgar lalu lintas laku etle electronik traffic law enforcement dengan siap sigap mencapture langgar lalu lintas jam tidak kontak fisik tugas langgar hindar pungli;the area of ​​east java is still on the law of violating traffic ethle electronic traffic law enforcement with ready to be alert to capture traffic jam not physical contact;1
cegah pungli kompolnas dukung instruksi kapolri soal tilang elektronik;prevent the kompolnas extortion to support the national police chief's instructions about electronic tickets;0
jng halu jng srt tilang etle;jng halu, srt, ticket ethle;0
launching etle polres rejang lebong;launching etle rejang lebong police;0
tampak kamera etle jalur belah;looks etle path camera;0
radar bogor deret langgar pantau tilang elektronik bogorradar bogor el;radar bogor ligar langgar monitors bogorradar bogor el -electricity;0
waspada polda banten laku tilang elektronik portable jelang natal tahun baru;waspada banten regional police portable electronic ticket ahead of new year christmas;1
sosialisasi uksw satlantas salatiga kan lokasi tilang elektronik;sksw socialization satlantas salatiga is the location of electronic tickets;0
polda metro jaya luncur etle mobile awas tindak langgar lalin;polda metro jaya luncur etle mobile awas acts of labar lalin;0
pataka sosialisasi etle aipda kanit kamsel personil pataka sat lantas polres banyuasin hari rabu desember laksana giat sosialisasi etle;pataka socialization etle aipda kanit kamsel personnel pataka sat lantas banyuasin police;0
laku ambon tips hindar tilang kamera etle lewat;ambon laku ambon tips to camer etle camera ticket;0
rasa kapolri arah laku tilang elektronik sbg ganti tilang manual kasatlantas polres bogor yg arti beda;the taste of the national police chief direction of electronic ticket selling as a change of the bogor police headquarters manual which is different;0
tilang elektronik pakai ponsel laku sukabumi tahun depan;electronic tickets using sukabumi laku cellphone next year;0
viral polisi mulai laku tilang elektronik langgar diam tinggal foto terus pergi;viral police began to sell electronic tickets langgar silent stayed photo and continued to leave;0
sosialisasi etle aplikasi smart city banyuasin dulur kito ipda kanit regident serta camat personil damping;etle socialization of smart city application banyuasin dulur kito ipda kanit regident and sub -district head of damping personnel;1
polisi tak henti langgar lalu lintas bagaimana cara tahu kita kena tilang via;the police never stop violating traffic how to know we got a ticket via;0
taii foto sama etilang;taii photos with eternilang;0
cocok lokasi etle jakarta;suitable location etle jakarta;1
bijak tilang elektronik atas pungli langgar lalu lintas simak bahas dlm klinik otomotif sonora sama bebin djuana sabtu oktober youtube sonora fm streaming;wise electronic ticketing over the extortion of traffic vigilance see in the sonora automotive clinic and bebin djuana saturday october youtube sonora fm streaming;1
nah gimana sih cara enggak kena tilang elektronik bang rocas kasih tau nih;so how do i not get hit by an electronic ticket, bang rocas, tell me;0
kabupaten bandung terap tilang elektronik mulai desember jenis langgar jadi sasar;bandung regency terpor electronic ticket starting december type of langgar so sasar;0
tilang manual ganti mobil incar etle;manual ticket change cars turn etle;0
tindak lebih utama etle;action more important etle;1
tahap sosialisasi oku timur ribu langgar lalu lintas rekam kamera etle;east oku socialization stage thousands of etle camera traffic record traffic;0
atur yg pas sy tilang elektronik krn hrs melangga lampu merah karena hrs beri jalan ambul yg raung belakang sedang sy paling depan buat atur tp tdk lihat alas;arrange the right electronic ticket because it must be suffering from a red light because it should give the ambul path that is the rear roof while the front is to set it up but not see the base;-1
kapolri larang polantas laku tilang manual boleh pakai etle lewat;the national police chief prohibits the polantas polanta manual ticket pedle pedle passing;0
sosialisasi terap kamera elektronic traffic law enforcement etle jembatan telaga tepat batas kabupaten gorontalo tuju kota gorontalo;electronic traffic law enforcement etle camera camera camera bridge bridge bridge border gorontalo regency tuju city gorontalo;0
stnk langgar lalu lintas blokir sebab cuekin tilangelektronik;stnk langgar traffic blocking due to ticilalelektronic ticket;-1
ada alat khusus tega hukum lalu lintas elektronik etle mobile ditlantas polda jateng ta sep trend;there is a special tool to have the heart to the law of electronic traffic etle mobile ditlantas central java regional police;1
hatihati etilang;hatihati etilang;0
jumlah dakgwt lantas lama x jm tercaptute kamera etle;the amount of dakgwt then old x jm is captured camera etle;1
akal bulus kendara mobil motor tak kena tilang elektronik baca lengkap;motorcycle car is not hit by a complete electronic ticket.;1
lengkap teknologi ai polda metro jaya luncur kendara etlemobile;complete ai polda metro jaya luncur kendara etlemobile technology;1
laku tilang elektronik kira kira anggar operasional di pangkas apa tambah bengkak;electronic ticketing behavior, think about the operational fencing on the prun;0
tilang elektronik kini mulai maksimal usai polisi larang tilang manual ada tiga jenis kamera etle lain etle statis etle drone etle mobile;electronic tickets are now starting with the maximum police forbid manual tickets.;0
data gar lantas guna helm tercapture kamera etle;gar data then for helmets with etle cameras;0
laku etle polantas tak pegang buku tilang;laku etle polantas does not hold a ticket book;0
giat pantau arus lalu lintas kota pekanbaru lalu cctv rtmc etle si talam manis presisi ruang rtmc ditlantas polda riau selasa malam;enterprising monitor traffic flow pekanbaru city then cctv rtmc etle si sweet talam presisi rtmc room ditlantas riau regional police;1
marak etilang pernah alami hasil tangkap juta langgar jalan arteri ribu langgar lebih jalan tol hari pertama luncur salah satu aisakigroup;marak etilang has experienced the catch of millions of traffic jalan arterial thousand langgar more toll roads in the first day of the launch of one of the aisakigroup;1
polres cimahi terap tilang elektronik alas;cimahi police station terpor electronic ticket alas;-1
kaka ticket nai male kem k have moto gundo aci gayo che faatil etle;kaka ticket nai male kem k have moto gundo aci gayo che chee;0
temenku yg polisi aja dapet surat cinta etilang pdhl bapak polisi lantas;my friend who just got the ethilang love letter pdhl, the police then;1
kendara wajib tahu langgar lalu lintas tak rekam etilang;kendara must know traffic facing traffic not record etilang;0
tilang etle makin gencar nih langgar bakal tindak sistem tilang bas electronic traffic law enforcement etle kian masif laku polisi beberapa daerah salah satu ditlantas polda riau ditl;the ethle ticket is increasingly aggressively violating the bas electronic traffic law enforcement base ticket system.;-1
halo sobat polri nih info putar etle electronic traffic law enforcement simak mari cipta jawa timur tertib lalu lintas stop celaka lalu lintas selamat manusia;hello friend polri here is info on ethle electronic traffic law enforcement, see cipta east java in order for traffic to stop human traffic;0
komisioner kompolnas sambut baik apresiasi bijak kapolri terkaitetle;commissioner kompolnas welcomes the wise appreciation of the national police chief related;1
pasal kendara laku langgar tangkap kamera etle hasil tangkap sebut kemudian identifikasi tugas polisi ikut cara bisa ecek status kendara kena tilang tidak sobat kim sumber;article kendara selling catching camera camera etle catching calls then identify the task of the police in the way to be able to emek the status of the vehicle is hit by a ticket, no friend kim sumber;1
pantau langsung sistem tilang etle kapolda aceh perintah jajar ditlantas gencar lakukansosialisasi;directly monitor the ticket system etle aceh police chief order ditlantas ditlantas interesting doing socialization;1
ttp aja klo buat daerah jalan kabupatenjalur alternatif contoh jalan bandung barat arah cianjur cikalong purwakarta yg ga kamera cctv kaya etle ga bs terap ga;just if for the area of ​​the road in the regency of the regency alternative, the sample of the west bandung road in the direction of cianjur cikalong purwakarta which is not a cctv camera like etle, not can be applied;0
yuk kenal lebih dekat etle apa manfaat tuju;let's know more closely what is the benefits of the purpose;1
gausah dimacemin pasti aja teledor mobil gw plat biz waktu tiba dapet surat tilang elektronik daerah ga pernah gw lewat merk warna mobil beda platnya sama pas surat printan udah ketarketir kirain yang pake platnya;it's no bother to be meant it, i will definitely carefully my car plate when i got to get an electronic ticketing letter, i never passed the color of the car.;-1
catat nih begini cara cara bayar denda tilang etle;record this way how to pay etle ticketing fine;1
kapal koru chhe ena darek photo ma etle dava ma dam lagto nthi;koru chhe ena darek photo ma etle dav ma dam lagto nthi ship;0
mulai oktober operasi zebra gelar polisi depan tindak tilangelektronik;starting october operation zebra holds police in front of tile electronics;0
mane b em j hatu etle me iphone ma esim karayu ema na aayu to ema thi samsung z fold ma transfer karyu esim have be ma thi ek ma b nai ayu g;mane b em j hatu ethle me i iphone ma esim karayu karayu na aayu to ema thi samsung z fold ma transfer karyu esim have been in thi ek ma b nai ayu g g;0
langkah tepat kombes lalu lintas polda metro moga bijak tilang elektronik bisa jalan baik;the right step of the kombes traffic polda metro, hopefully wise electronic tickets can walk well;1
mungkin banyak kalian mikir kalo tilang elektronik lebih mudah urus mungkin sugesti sama kata elektronik gitu kan nah biar bingungbingung pas ngurus tilang elektronik coba ikut pandu;maybe a lot of you think that electronic tickets are easier to take care of it, maybe suggestions with electronic words, right now to be confused when you take care of electronic tickets try to join pandu;-1
seluruh tilang serah atur etle;all tickets for handover set etle;0
siap siap sobat bandung etle electronic traffic law enforcement terap kota bandung tsunemi bal goto sim c gaji minamino kenpachi tulungagung malang jawa timur;ready to be ready, bandung ethle electronic traffic law enforcement, the west bandung city, tsunemi bal goto sim c salary minamino kenpachi tulungagung malang, east java;1
selamat pagi sobat polri nih info kait etleelectronic traffic law enforcement selalu patuh atur lalu lintas sobat polri mari cipta jawa timur tertib lalu lintas;good morning friend, friend of the national police, info on ethleelectronic traffic law enforcement;1
konfirmasi dlu ruang etle satlantas kebumen;confirmation dlu room etle satlantas kebumen;0
penandatanganan npphd etle pemkab laha polres lahat;signing of the npphd etle laha regency;0
tak hentihentinya ingat disiplin berlalulintas masih paham cara kerja tilang elektronik etle ikut jelas;inevitably remember the discipline of traffic still understands how electronic electronic tickets work clearly;1
populer nasional lemah etle nasdem jokowi bukan siapasiapa;popular national weak etle nasdem jokowi is not ready;1
hindar etle;hindar etle;0
coba pekan tilang elektronik tembus langgar;try the electronic ticketing week transparent;0
kapolri tegas larang polantas tilang manual begini cara kerja etle sebagaigantinya;the national police chief firmly banned the manual ticket polantas like this how etle works in a replacement;-1
kapolda aceh lihat langsung sistem tilang etle kapolda aceh lihat langsung sistem tilangetle banda aceh kapolda aceh irjen ahmad haydar tinjau lihat langsung sitem tilang lalu electronic traffic law enforcement etle;aceh regional police chief see firsthand the aceh regional police headquarters ticket system directly see the banda aceh banda aceh tilangetle system inspector general ahmad haydar tinjau see the ticket system then electronic traffic law enforcement eth;1
jakarta mulai uji coba tilang etle mobile hari;jakarta starts trials etle mobile ticket day;0
tuju banget ada etilang tentu buah maju baik begini bisa berantas pungli jadi masyarakat;really aiming for eternilang, of course the fruit advances good like this can eradicate extortion so the community;1
ganti etle tilang manual tiada mulai kapan penjelasanlengkapnya;change etle manual ticket does not start when the explanation is complete;1
sambut baik bijak tilang elektronik kompolnas edukasi masyarakat tertib berlalulintas;welcome wise wise electronic ticket kompolnas education in an orderly traffic community;1
