origin_text_id;text_id;origin_text_en;text_en;label_vader
ditlantas kenalkan etle kepada pengusahaangkutan;ditlantas kenal etle kepada pengusahaangkutan;then introduce etle to the transport entrepreneurs;introduc etl transport entrepreneur;0
hari ketiga operasi lilin 2022 , 5 . 989 kendaraan terjaring tilang elektronik;hari tiga operasi lilin kendara jaring tilang elektronik;third day of candle operation 2022 , 5 . 989 vehicles netted electronic ticket;third day candl oper vehicl net electron ticket;0
polda metro luncurkan 10 unit kendaraan etle mobile;polda metro luncur unit kendara etle mobile;Polda Metro launched 10 units of Etle Mobile vehicles;polda metro launch unit etl mobil vehicl;1
sepekan , 160 pengendara kena tilang etle mobile , ada info penting nih;pek kendara kena tilang etle mobile ada info penting nih;a week, 160 motorists got ticketed etle mobile, here's some important info;week motorist got ticket etl mobil import info;1
polresta tangerang tidak menerapkan tilang elektronik;polresta tangerang tidak terap tilang elektronik;Tangerang Police do not apply electronic tickets;tangerang polic appli electron ticket;0
nih cara kerja buat yang masih belum ngerti etle atau tilang elektronik;nih cara kerja buat yang masih belum ngerti etle atau tilang elektronik;Here's how it works for those who still don't understand etle or electronic tickets;work still understand etl electron ticket;0
etle electronic traffic law enforcement merupakan program dari korlantas polri , implementasi teknologi mencatat berbagai pelanggaran lalu lintas secara elektronik . teknologi itu dianggap berguna mendukung keamanan , keselamatan dan ketertiban dalam berlalulintas .;etle electronic traffic law enforcement rupa program dari korlantas polri implementasi teknologi catat bagai langgar lalu lintas cara elektronik teknologi itu anggap guna dukung aman selamat dan tertib dalam berlalulintas;etle electronic traffic law enforcement is a program from the National Police Traffic Corps, implementing technology to record various traffic violations electronically. The technology is considered useful in supporting security, safety and order in traffic.;etl electron traffic law enforc program nation polic traffic corp implement technolog record variou traffic violat electron technolog consid use support secur safeti order traffic;1
polda metro jaya mengungkapkan bahwa kameraelectronic traffic law enforcementetle belum dapat menilang pengendara yang tidak menggunakan helm dan kendaraan yang kelebihan kapasitas penumpang .;polda metro jaya ungkap bahwa kameraelectronic traffic law enforcementetle belum dapat tilang kendara yang tidak guna helm dan kendara yang lebih kapasitas tumpang;Polda Metro Jaya revealed that electronic traffic law enforcement cameras have not been able to fine motorists who do not use helmets and vehicles with excess passenger capacity.;polda metro jaya reveal electron traffic law enforc camera abl fine motorist use helmet vehicl excess passeng capac;1
etle tersebar banyak , jangan lakukan ini ketika mengemudi;etle sebar banyak jangan laku ini ketika kemudi;Etle is scattered a lot, don't do this while driving;etl scatter lot drive;0
satlantas polrestabes surabaya melaksanakan penindakan etle terhadap massa aksi unjuk rasa yang melakukan pelanggaran lalu lintas pd tanggal 15 desember 2022 .;satlantas polrestabes surabaya laksana tindak etle hadap massa aksi unjuk rasa yang laku langgar lalu lintas pd tanggal desember;Satlantas Polrestabes Surabaya took action against the protesters who committed traffic violations on December 15, 2022.;satlanta polrestab surabaya took action protest commit traffic violat decemb;-1
jenis pelanggaran yang bakal kena tilangelektronik;jenis langgar yang bakal kena tilangelektronik;types of violations that will be fined electronically;type violat fine electron;-1
nyusul tilang elektronik , tahun depan mulai dipasang kamera etle di tabanan;nyusul tilang elektronik tahun depan mulai pasang kamera etle di taban;Following the electronic ticket, next year Etle cameras will be installed in Tabanan;follow electron ticket next year etl camera instal tabanan;0
sekarang ini beredar pesan broadcast di media sosial yang isinya sbg informasi saja , jgn parkir kendaraan di jl . dr . soedomo tepatnya di jalur depan rsud sampai dgn depan bakso slamet krn jalur tsb diterapkan etle , tilang elektronik dgn cctv informasi tersebut dipastikan hoax;sekarang ini edar pesan broadcast di media sosial yang isi sbg informasi saja jgn parkir kendara di jl dr soedomo tepat di jalur depan rsud sampai dgn depan bakso slamet krn jalur tsb terap etle tilang elektronik dgn cctv informasi sebut pasti hoax;Currently broadcast messages are circulating on social media whose content is for information only, don't park your vehicle on Jl. dr. Soedomo, to be precise, in the front lane of the hospital up to the front of Bakso Slamet, because the route was implemented by Etle, an electronic ticket with CCTV, the information is confirmed to be a hoax;current broadcast messag circul social media whose content inform park vehicl jl dr soedomo precis front lane hospit front bakso slamet rout implement etl electron ticket cctv inform confirm hoax;-1
tilang etle bagi pelanggar lalu lintas sudah diterapkan;tilang etle bagi langgar lalu lintas sudah terap;Etle tickets for traffic violators have been implemented;etl ticket traffic violat implement;-1
kamera etle bakal semakin canggih , alamat hingga status sim pelanggar bisa dideteksi polisi;kamera etle bakal makin canggih alamat hingga status sim langgar bisa deteksi polisi;Etle cameras will be even more sophisticated, addresses and SIM status of offenders can be detected by the police;etl camera even sophist address sim statu offend detect polic;1
tidak ada tilang manual , polisi lakukan tilang elektronik;tidak ada tilang manual polisi laku tilang elektronik;there are no manual tickets, the police do electronic tickets;manual ticket polic electron ticket;-1
korlantas polri akan memaksimalkan penggunaan kamera tilang elektronik atau etle dan kendaraan listrik untuk pengamanan dan penjagaan di acara presidensi g20 di bali . sinergi jaga kondusifitas;korlantas polri akan maksimal guna kamera tilang elektronik atau etle dan kendara listrik untuk aman dan jaga di acara presidensi g di bal sinergi jaga kondusifitas;Korlantas Polri will maximize the use of electronic or ETL ticket cameras and electric vehicles for security and guarding at the G20 presidential event in Bali. synergy to maintain conduciveness;korlanta polri maxim use electron etl ticket camera electr vehicl secur guard g presidenti event bali synergi maintain conduc;1
sama juga bener pak kapolri kalau ada etle mobile mah;sama juga bener pak kapolri kalau ada etle mobile mah;the same is true, Mr. Kapolri, if there is an Etle Mobile;true mr kapolri etl mobil;1
jumlah dakgar lantas selama 1x24 jak yang tercapture kamera etle;jumlah dakgar lantas lama x jak yang tercapture kamera etle;the number of dakgars is 1 x 24 jak which is captured by an etle camera;number dakgar x jak captur etl camera;1
polda metro ungkap kelemahan sistem tilang elektronik;polda metro ungkap lemah sistem tilang elektronik;Polda Metro reveals weaknesses in the electronic fine system;polda metro reveal weak electron fine system;-1
bagaimana jika stnk ditangguhkan garagara tilang elektronik;bagaimana jika stnk tangguh garagara tilang elektronik;what if the vehicle registration is suspended because of an electronic ticket;vehicl registr suspend electron ticket;-1
guys udah ada yg pernah kena etilang bentuk suratnya pas dikirim ke alamat kalian gimana deh amplop coklat dari kepolisian kah;guys udah ada yg pernah kena etilang bentuk surat pas kirim ke alamat kalian gimana deh amplop coklat dari polisi kah;Guys, has anyone ever been gilded in the form of a letter when it was sent to your address, how about a brown envelope from the police?;guy anyon ever gild form letter sent address brown envelop polic;0
polres muara snim polda sumsel akan pasang 3 kamera etle .;polres muara snim polda sumsel akan pasang kamera etle;Polres Muara Snim Polda Sumsel will install 3 etle cameras.;polr muara snim polda sumsel instal etl camera;0
sudahlah hentikan kegiatan yg bikin jalan tambah macet . gunakan saja tilang elektronik lewat cctv atau apalah itu namanya . biarkan pakpolbupol mengatur lalu lintas di jalan raya biar pengendara lebih aman dan nyaman .;sudah henti giat yg bikin jalan tambah macet guna saja tilang elektronik lewat cctv atau apa itu nama biar pakpolbupol atur lalu lintas di jalan raya biar kendara lebih aman dan nyaman;never stop activities that make the road more jammed. just use an electronic ticket via cctv or whatever it's called. Let Pakpolbupol regulate traffic on the highway so that drivers are safer and more comfortable.;never stop activ make road jam use electron ticket via cctv whatev call let pakpolbupol regul traffic highway driver safer comfort;1
tentu etilang ini akan menjadi suatu hal yg inovatif karena akan mempermudah dari segala hal , dan harus mendukung hal ini untuk kedepannya;tentu etilang ini akan jadi suatu hal yg inovatif karena akan mudah dari segala hal dan harus dukung hal ini untuk depan;of course this etilang will be an innovative thing because it will simplify everything, and must support this in the future;cours etilang innov thing simplifi everyth must support futur;1
maksimalkan tilang elektronik nya . manual membuka peluang korup;maksimal tilang elektronik nya manual buka peluang korup;maximize the electronic ticket. manually opens opportunities for corruption;maxim electron ticket manual open opportun corrupt;1
komisioner kompolnas sambut baik dan apresiasi kebijakan kapolri terkait etle;komisioner kompolnas sambut baik dan apresiasi bijak kapolri kait etle;Kompolnas Commissioner welcomes and appreciates the policy of the Chief of Police regarding etle;kompolna commission welcom appreci polici chief polic regard etl;1
silaturahmi kapolda kalsel irjen andi rian r djajadi ke bpost , ungkapkan ingin perluas cakupan etle lewat;silaturahmi kapolda kalsel irjen andi rian r djajadi ke bpost ungkap ingin luas cakup etle lewat;Gathering of Kapolda Kalsel Inspector General Andirian R Djajadi to Bpost, expresses wish to expand etle coverage through;gather kapolda kalsel inspector gener andirian r djajadi bpost express wish expand etl coverag;1
satlantas polres empat lawang polda sumsel sosialisasi etle dan aplikasi dulur wong kito smart city di kantor camat tebing tinggi .;satlantas polres empat lawang polda sumsel sosialisasi etle dan aplikasi dulur wong kito smart city di kantor camat tebing tinggi;Satlantas Polres Empat Lawang Polda Sumsel Socialization of Etle and the application of Dulur Wong Kito Smart City at the Cliff High sub-district office.;satlanta polr empat lawang polda sumsel social etl applic dulur wong kito smart citi cliff high sub district offic;1
wah dihapus padahal ril no fek kena tilang elektronik ni mah;wah hapus padahal ril no fek kena tilang elektronik ni mah;wow, it was deleted even though the real no fek was subject to an electronic ticket, mah;wow delet even though real fek subject electron ticket mah;1
polantas deteksi pengendara tanpa sim dengan face recognition etle;polantas deteksi kendara tanpa sim dengan face recognition etle;traffic police detection of drivers without a sim with face recognition etle;traffic polic detect driver without sim face recognit etl;0
lebih dari 100 ribu pelanggar terjaring tilang elektronik di kotapalu;lebih dari ribu langgar jaring tilang elektronik di kotapalu;more than 100 thousand violators were netted electronic fines in Kotapalu;thousand violat net electron fine kotapalu;-1
commamd centre etle ditlantas polda gorontalo . mekanisme tilang melalui etle 1 . perangkat etle secara otomatis menangkap pelanggaran lalu lintas yang dimonitor dan mengirimkan media barang bukti pelanggaran ke back office etle di rtmc polda metro jaya .;commamd centre etle ditlantas polda gorontalo mekanisme tilang lalu etle perangkat etle cara otomatis tangkap langgar lalu lintas yang monitor dan kirim media barang bukti langgar ke back office etle di rtmc polda metro jaya;command center etle is passed on by the Gorontalo Regional Police. ticket mechanism through etle 1 . ETL devices automatically capture monitored traffic violations and send media evidence of violations to the ETL back office at RTMC Polda Metro Jaya.;command center etl pass gorontalo region polic ticket mechan etl etl devic automat captur monitor traffic violat send media evid violat etl back offic rtmc polda metro jaya;-1
begini cara kerja tilang elektronik etle electronic traffic law enforcement;begini cara kerja tilang elektronik etle electronic traffic law enforcement;this is how the etle electronic traffic law enforcement ticket works;etl electron traffic law enforc ticket work;0
pemasangan tiang check point , box panel perangkat kamera dan box panel kwh meter listrik pengadaan infrastuktur etle polres oku selatan oleh penyedia pt mahkota erpan jaya .;pasang tiang check point box panel perangkat kamera dan box panel kwh meter listrik ada infrastuktur etle polres oku selatan oleh sedia pt mahkota erpan jaya;installation of check point poles, camera kit panel boxes and kwh meter panel box electricity procurement of Etle Polres Oku Selatan infrastructure by provider PT Mahkota Erpan Jaya.;instal check point pole camera kit panel box kwh meter panel box electr procur etl polr oku selatan infrastructur provid pt mahkota erpan jaya;0
copot pelat nomor hindari tilang elektronik , polisi pakai cara ini;copot pelat nomor hindar tilang elektronik polisi pakai cara ini;take off the number plate, avoid electronic ticketing, the police use this method;take number plate avoid electron ticket polic use method;-1
hari ketiga operasi zebra krakatau 2022 , sudah ratusan kendaraan langgar tilang etle;hari tiga operasi zebra krakatau sudah ratus kendara langgar tilang etle;On the third day of Krakatau Zebra's operation in 2022, hundreds of vehicles have violated etle tickets;third day krakatau zebra oper hundr vehicl violat etl ticket;-1
gua malah lebih takut sama tilang elektronik , apalagi kalau ada polisi yg cek kelengkapan surat pas lampu merah , duh gak bisa kabur kemana;gua malah lebih takut sama tilang elektronik apalagi kalau ada polisi yg cek lengkap surat pas lampu merah duh gak bisa kabur mana;I'm even more afraid of electronic fines, especially if a policeman checks the completeness of the paperwork at a red light, duh, I can't run away;even afraid electron fine especi policeman check complet paperwork red light duh run away;0
tak lagi tilang manual , operasi zebra 2022 akan gunakan tilang elektronik;tak lagi tilang manual operasi zebra akan guna tilang elektronik;No more manual ticketing, 2022 zebra operation will use electronic ticketing;manual ticket zebra oper use electron ticket;-1
setuju banget nih dengan diberlakukannya etilang ini tentunya bisa memberantas dan menghilangkan pungutanpungutan liar yang terjadi di masyarakat;tuju banget nih dengan laku etilang ini tentu bisa berantas dan hilang pungutanpungutan liar yang jadi di masyarakat;I really agree with the enactment of this etilang, of course, it can eradicate and eliminate illegal levies that occur in society;realli agre enact etilang cours erad elimin illeg levi occur societi;-1
etilang galak banget ya;etilang galak banget ya;etilang is really fierce huh;etilang realli fierc huh;0
sistem tilang etle keren gak ada lagi damai dibalik pohon buka mik ep . 56 full video youtube;sistem tilang etle keren gak ada lagi damai balik pohon buka mik ep full video youtube;the ticket system is cool, there's no more peace behind a tree, open the microphone. 56 full youtube videos;ticket system cool peac behind tree open microphon full youtub video;-1
dikirimi surat tilang etle padahal tak melanggar konfirmasi dulu biar tak didenda;kirim surat tilang etle padahal tak langgar konfirmasi dulu biar tak denda;they were sent an etle ticket even though they did not violate the confirmation first so they would not be fined;sent etl ticket even though violat confirm first would fine;1
polda metro jaya akan kembali menerapkan penilangan manual . hal ini berubah setelah sebelumnya sempat dihilangkan dan diganti dengan tilang elektronik .;polda metro jaya akan kembali terap tilang manual hal ini ubah telah belum sempat hilang dan ganti dengan tilang elektronik;Polda Metro Jaya will again apply manual ticketing. this has changed after previously being eliminated and replaced with an electronic ticket.;polda metro jaya appli manual ticket chang previous elimin replac electron ticket;0
polda metro jaya mulai menghapus tilang manual sesuai arahan kapolri . polisi kini lebih mengedepankan etle untuk menindak pelanggar lalu lintas .;polda metro jaya mulai hapus tilang manual sesuai arah kapolri polisi kini lebih depan etle untuk tindak langgar lalu lintas;Polda Metro Jaya has started removing manual ticket tickets according to the direction of the Chief of Police. the police are now prioritizing etle to crack down on traffic violators.;polda metro jaya start remov manual ticket ticket accord direct chief polic polic priorit etl crack traffic violat;-1
setiap mau ngebut keinget tagihan etilang v;tiap mau ngebut keinget tagih etilang v;every time you want to speed up, you remember the etilang bill v;everi time want speed rememb etilang bill v;1
direktorat lalu lintas ditlantas polda aceh menegaskan bahwa tidak lagi melakukan tilang secara manual kepada pelanggar lalu lintas di jalan raya lewat;direktorat lalu lintas ditlantas polda aceh tegas bahwa tidak lagi laku tilang cara manual kepada langgar lalu lintas di jalan raya lewat;The traffic directorate of the Aceh Regional Police emphasized that they no longer manually issue traffic tickets to traffic violators on passing highways.;traffic director aceh region polic emphas longer manual issu traffic ticket traffic violat pass highway;-1
police go to school di smkn 1 kota bandung satlantas polrestabes bandung memberikan edukasi tentang 1 . sosialisasi uu no . 22 tahun 2009 tentang uulaj 2 . memberikan materi tentang etika berkendara 3 . memberikan materi ttg etle;police go to school di smkn kota bandung satlantas polrestabes bandung beri edukasi tentang sosialisasi uu no tahun tentang uulaj beri materi tentang etika kendara beri materi ttg etle;police go to school at smkn 1 bandung city satlantas bandung Polrestabes provide education about 1. socialization uu no. 22 of 2009 concerning uulaj 2 . provide materials on driving ethics 3 . provide material about etle;polic go school smkn bandung citi satlanta bandung polrestab provid educ social uu concern uulaj provid materi drive ethic provid materi etl;0
pengendara copot pelat nomor hindari etle efek larangan tilang manual;kendara copot pelat nomor hindar etle efek larang tilang manual;Drivers take off their license plates to avoid the effects of a manual ticket ban;driver take licens plate avoid effect manual ticket ban;-1
polres sukoharjo tilang 2 . 944 pelanggar lewat etle , didominasi tidak pakaihelm;polres sukoharjo tilang langgar lewat etle dominasi tidak pakaihelm;sukoharjo police fine 2 . 944 violators via etle , dominated not wearing helmets;sukoharjo polic fine violat via etl domin wear helmet;-1
tabikk punn . halo sobat polri yuk segera download aplikasi polri super app dapatkan informasi mengenai informasi daerah rawan , pengaduan masyarakat , pengurusan sim , stnk dan skck secara online , informasi etilang , hingga infomasi mengenai pos polisi .;tabikk punn halo sobat polri yuk segera download aplikasi polri super app dapat informasi kena informasi daerah rawan adu masyarakat urus sim stnk dan skck cara online informasi etilang hingga infomasi kena pos polisi;tabikk punn . Hello, friends of the National Police, let's download the National Police Super App immediately, get information about information on vulnerable areas, public complaints, online management of driving licenses, STNK and SKCK, etilang information, to information about police posts.;tabikk punn hello friend nation polic let download nation polic super app immedi get inform inform vulner area public complaint onlin manag drive licens stnk skck etilang inform inform polic post;1
bhabinkamtibmas polsek pulau raja aiptu refno efuanda menghimbau kepada masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb 1 . pengaduan masyarakat 2 . sim online 3 . pengurusan stnk 4 . tilang etle 5 . sp2hp 6 . skck;bhabinkamtibmas polsek pulau raja aiptu refno efuanda menghimbau kepada masyarakat agar mendownload aplikasi super polri app di play store untuk dapat layan online sbb adu masyarakat sim online urus stnk tilang etle sphp skck;Bhabinkamtibmas Raja Island Police Aiptu Refno Efuanda appealed to the public to download the Super POLRI app in the Play Store to get online services as follows: 1. public complaints 2 . sim online 3 . stnk management 4 . ticket etle 5 . sp2hp 6 . skck;bhabinkamtibma raja island polic aiptu refno efuanda appeal public download super polri app play store get onlin servic follow public complaint sim onlin stnk manag ticket etl sphp skck;1
jyare gujrat ma paper leak thay 6 etle kya jay 6 abvp nd bjp vala jya emni srkar nai tya j anyay same virodh kre 6 baki jya bjp nu sasn 6 tyato koi dekhatu j nai anyay thay tyare .;jyare gujrat ma paper leak thay etle kya jay abvp nd bjp vala jya emni srkar nai tya j anyay same virodh kre baki jya bjp nu sasn tyato koi dekhatu j nai anyay thay tyare;jyare gujrat ma paper leak thay 6 etle kya jay 6 abvp nd bjp vala jya emni srkar nai tya j anyay same virodh kre 6 baki jya bjp nu sasn 6 tyato koi dekhatu j nai anyay thay tyare .;jyar gujrat paper leak thay etl kya jay abvp nd bjp vala jya emni srkar nai tya j anyay virodh kre baki jya bjp nu sasn tyato koi dekhatu j nai anyay thay tyar;-1
operasi zebra penindakan terhadap pelanggar secara langsung di tempat di tempat atau e tilang elektronik pake;operasi zebra tindak hadap langgar cara langsung di tempat di tempat atau e tilang elektronik pake;Zebra operations take action against violators directly on the spot or use electronic ticket e-tickets;zebra oper take action violat directli spot use electron ticket e ticket;-1
tilang elektronik di padang resmi diberlakukan hari ini;tilang elektronik di padang resmi laku hari ini;Electronic ticketing in Padang is officially enforced today;electron ticket padang offici enforc today;0
sosialisasi etle dan aplikasi smart city banyuasin dulur kito akp kasat lantas beserta asisten ii dengan didampingi kbo lantas , para kanit dan personil pataka sat lantas polres banyuasin pada hari rabu , 14 desember 2022 melaksanakan giat sosialisasi;sosialisasi etle dan aplikasi smart city banyuasin dulur kito akp kasat lantas serta asisten ii dengan damping kbo lantas para kanit dan personil pataka sat lantas polres banyuasin pada hari rabu desember laksana giat sosialisasi;Etle socialization and banyuasin smart city application, Dulur Kito AKP Kasat Lalu and Assistant II accompanied by KBO Lalu, Kanit and personnel from the Banyuasin Police Headquarters on Wednesday, December 14, 2022 carried out an active outreach;etl social banyuasin smart citi applic dulur kito akp kasat lalu assist ii accompani kbo lalu kanit personnel banyuasin polic headquart wednesday decemb carri activ outreach;1
sip , tanpa plat nomor , jd bebas tilang elektronik;sip tanpa plat nomor jd bebas tilang elektronik;sip, without a number plate, so electronic ticket-free;sip without number plate electron ticket free;-1
giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih , sabtu 15 oktober 2022 .;giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih sabtu oktober;active campaigning and dissemination of etle electronic traffic law enforcement to the people of the city of Prebumulih, Saturday 15 October 2022.;activ campaign dissemin etl electron traffic law enforc peopl citi prebumulih saturday octob;1
kena tilang elektronik begini cara konfirmasi tilangonline;kena tilang elektronik begini cara konfirmasi tilangonline;getting an electronic ticket, this is how to confirm ticket online;get electron ticket confirm ticket onlin;0
jenis pelanggaran yang bakal kena tilangelektronik;jenis langgar yang bakal kena tilangelektronik;types of violations that will be fined electronically;type violat fine electron;-1
ditlantas polda kalbar sosialisasikan etle di tribun pontianak;ditlantas polda kalbar sosialisasi etle di tribun pontianak;Ditlantas Kalbar Polda socialize etle in Pontianak stands;ditlanta kalbar polda social etl pontianak stand;0
korlantas polri sudah memasang 8 kamera electronic traffic law enforcement etle di berbagai jalan menjelang penyelenggaraan di bali pada 1516 november 2022 .;korlantas polri sudah pasang kamera electronic traffic law enforcement etle di bagai jalan jelang selenggara di bal pada november;Korlantas Polri has installed 8 electronic traffic law enforcement cameras on various roads ahead of the implementation in Bali on 1516 November 2022.;korlanta polri instal electron traffic law enforc camera variou road ahead implement bali novemb;0
saat ini baru ada sebelas unit etle mobile yg dipasang di kendaraan patroli polantas di wilayah hukum polda metro jaya . apa goal yg ingin dicapai polantas dengan dioperasikannya etle mobile talk direktur lalu lintas polda metro jaya kombes latif usman;saat ini baru ada sebelas unit etle mobile yg pasang di kendara patroli polantas di wilayah hukum polda metro jaya apa goal yg ingin capai polantas dengan operasi etle mobile talk direktur lalu lintas polda metro jaya kombes latif usman;Currently there are only eleven Etle Mobile units installed in traffic police patrol vehicles in the jurisdiction of Polda Metro Jaya. What is the goal that the traffic police want to achieve by operating Etle Mobile Talk Director of Traffic for Polda Metro Jaya Kombes Latif Usman;current eleven etl mobil unit instal traffic polic patrol vehicl jurisdict polda metro jaya goal traffic polic want achiev oper etl mobil talk director traffic polda metro jaya komb latif usman;1
tak hanya etle mobile , satlantas polres tangsel juga siapkan posko pengaduan mulai desember 2022;tak hanya etle mobile satlantas polres tangsel juga siap posko adu mulai desember;Not only Etle Mobile, the South Tangerang Police Traffic Unit is also preparing a Complaint Post starting December 2022;etl mobil south tangerang polic traffic unit also prepar complaint post start decemb;-1
kasatlantas polres tangsel , akp dicky dwi priambudi arief sutarman menyebut , pengadaan kamera etle untuk t di tangsel masih dalam proses .;kasatlantas polres tangsel akp dicky dwi priambudi arief sutarman sebut ada kamera etle untuk t di tangsel masih dalam proses;Kasatlantas Polres Tangsel, AKP Dicky Dwi Priambudi Arief Sutarman said, the procurement of Etle cameras for T in Tangsel is still in process.;kasatlanta polr tangsel akp dicki dwi priambudi arief sutarman said procur etl camera tangsel still process;0
sosialisasi etle dan ap smart city dulur kito sat lantas polres prabumulih;sosialisasi etle dan ap smart city dulur kito sat lantas polres prabumulih;Socialization of Etle and AP Smart City was extended by Kito Sat and then by the Prabumulih Police;social etl ap smart citi extend kito sat prabumulih polic;1
200 ribu pelanggar lalu lintas terekam etle sepanjang 2022 di medan;ribu langgar lalu lintas rekam etle panjang di medan;200 thousand traffic violators recorded throughout 2022 in Medan;thousand traffic violat record throughout medan;-1
catat , ini 5 titik baru kamera etle di kotabengkulu;catat ini titik baru kamera etle di kotabengkulu;Take notes, these are 5 new Etle camera points in KotaBengkulu;take note new etl camera point kotabengkulu;0
tentu saya sangat mendukung pak penerapan etilang ini tentunya sangat efisien dan pasti kedepan masyarakat akan lebih bisa menaati peraturan lalu lintas .;tentu saya sangat dukung pak terap etilang ini tentu sangat efisien dan pasti depan masyarakat akan lebih bisa taat atur lalu lintas;Of course I really support the application of etilang, of course it is very efficient and for sure in the future people will be more able to obey traffic rules.;cours realli support applic etilang cours effici sure futur peopl abl obey traffic rule;1
ganti tilang manual dengan etle , pengamat etle terkesan mengumpulkanpnbp;ganti tilang manual dengan etle amat etle kes mengumpulkanpnbp;replace the manual ticket with etle, etle observers seem to collect pnbp;replac manual ticket etl etl observ seem collect pnbp;0
sebaiknya seluruh cctv di tempat publik diganti dengan etle , biar nggak gampang rusak kena petir atau hilang karena gangguan internet;baik seluruh cctv di tempat publik ganti dengan etle biar nggak gampang rusak kena petir atau hilang karena ganggu internet;It is better if all CCTV in public places are replaced with etle, so that they are not easily damaged by lightning or lost due to internet interference;better cctv public place replac etl easili damag lightn lost due internet interfer;1
korlantas polri akan memaksimalkan penggunaan kamera tilang elektronik atau etle dan kendaraan listrik untuk pengamanan dan penjagaan di acara presidensi g20 di bali . sinergi jaga kondusifitas;korlantas polri akan maksimal guna kamera tilang elektronik atau etle dan kendara listrik untuk aman dan jaga di acara presidensi g di bal sinergi jaga kondusifitas;Korlantas Polri will maximize the use of electronic or ETL ticket cameras and electric vehicles for security and guarding at the G20 presidential event in Bali. synergy to maintain conduciveness;korlanta polri maxim use electron etl ticket camera electr vehicl secur guard g presidenti event bali synergi maintain conduc;1
etle mobil resmi diluncurkan seejak rabu 1312 . dalam satu hari , ratarata 250 pelanggaran terekam 11 unit kendaraan etle mobile .;etle mobil resmi luncur seejak rabu dalam satu hari ratarata langgar rekam unit kendara etle mobile;etle mobil officially launched since wednesday 1312 . in one day, an average of 250 violations were recorded by 11 units of etle mobile vehicles.;etl mobil offici launch sinc wednesday one day averag violat record unit etl mobil vehicl;-1
pelanggaran lalu lintas . bisakah di tilang etle pelaporan melalui tweeter;langgar lalu lintas bisa di tilang etle lapor lalu tweeter;traffic violations . can you get a ticket for reporting via tweeter;traffic violat get ticket report via tweeter;-1
tilang manual sudah seharusnya dihilangkan karena banyak sekali oknum yang memanfaatkan untuk melakukan pelanggaran hukum . semoga dengan etilang masyarakat bisa lebih percaya dengan kapolri .;tilang manual sudah harus hilang karena banyak sekali oknum yang manfaat untuk laku langgar hukum moga dengan etilang masyarakat bisa lebih percaya dengan kapolri;manual ticketing should have been eliminated because there are so many individuals who take advantage of it to violate the law. hopefully with etilang people can trust the chief of police more.;manual ticket elimin mani individu take advantag violat law hope etilang peopl trust chief polic;1
giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih , senin 17 oktober 2022 .;giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih senin oktober;active campaigning and dissemination of electronic traffic law enforcement to the people of the city of Prebumulih, Monday 17 October 2022.;activ campaign dissemin electron traffic law enforc peopl citi prebumulih monday octob;1
razia lalu lintas di sukawati , pasca pemberlakuanetle;razia lalu lintas di sukawati pasca pemberlakuanetle;traffic raids in Sukawati, after the implementation of nettle;traffic raid sukawati implement nettl;0
personel satlantas polres batu melaksanakan giat penindakan pelanggaran lalu lintas di wilayah hukum polres batu dengan menggunakan etlemobil incar . utamakan keselamatan , bukan kecepatan senin , 14 november 2022;personel satlantas polres batu laksana giat tindak langgar lalu lintas di wilayah hukum polres batu dengan guna etlemobil incar utama selamat bukan cepat senin november;Batu Police Satlantas personnel carry out active enforcement of traffic violations in the jurisdiction of the Batu Police using etlemobil incar. prioritize safety, not speed Monday, November 14, 2022;batu polic satlanta personnel carri activ enforc traffic violat jurisdict batu polic use etlemobil incar priorit safeti speed monday novemb;1
polri baru saja mengumumkan bahwa kepolisian bakal mengedepankan tilangelektronik;polri baru saja umum bahwa polisi bakal depan tilangelektronik;The National Police has just announced that the Police will prioritize electronic fines;nation polic announc polic priorit electron fine;0
operasi zebra incar mobil kebutkebutan , ini titik kamera etle di tol;operasi zebra incar mobil kebutkebutan ini titik kamera etle di tol;the zebra operation is targeting the speeding car, this is the point of the etle camera on the toll road;zebra oper target speed car point etl camera toll road;0
kendaran tak jelas statusnya , bisa jadi penguasa jalanan batam . bebas tilang elektronik , tak ada tilang manual dll . bagaimana solusinya ya;kendaran tak jelas status bisa jadi kuasa jalan batam bebas tilang elektronik tak ada tilang manual dll bagaimana solusi ya;the status of the vehicle is unclear, it could be the ruler of the streets of Batam. electronic ticket-free, no manual ticketing etc. what's the solution?;statu vehicl unclear could ruler street batam electron ticket free manual ticket etc solut;-1
soal tilang etle , ini kata polrestabes bandung;soal tilang etle ini kata polrestabes bandung;Regarding the etle ticket, this is what the Bandung Polrestabes said;regard etl ticket bandung polrestab said;0
